timestamp,test-class,test-method,time,description,result
2021-09-05 18:34:35.92,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1790,"[5] recordIndex=4, author=Francisco, text=ejemplo, info=urlerror",OK
2021-09-05 18:34:38.128,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeCases,1846,"[6] recordIndex=5, author=Nigeria, text=Nigeria, info=http://nigeria.com",OK
2021-09-05 18:34:53.978,acme.testing.anonymous.task.AnonymousTaskListTest,listPositive,3854,"[1] index=0, title=Planear el futuro de la escuela, executionStart=2019/05/01 12:00, executionEnd=2022/06/22 20:00, workload=99.0, description=Pensar en ello, link=https://github.com/task20",OK
2021-09-05 18:34:56.966,acme.testing.anonymous.task.AnonymousTaskListTest,listPositive,2628,"[2] index=1, title=Try Task, executionStart=2021/05/01 12:00, executionEnd=2024/06/22 20:00, workload=98.0, description=try it, link=https://github.com/task21",OK
2021-09-05 18:34:59.936,acme.testing.anonymous.task.AnonymousTaskListTest,listPositive,2640,"[3] index=2, title=Try Hard, executionStart=2020/05/01 12:00, executionEnd=2022/06/22 20:00, workload=94.0, description=keep trying, link=https://github.com/task22",OK
2021-09-05 18:35:01.427,acme.testing.anonymous.task.AnonymousTaskListTest,listPositiveNoTaskPrivate,1147,"[1] index=0, title=Create TaskValidators, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=100.20, description=Create validators of task entity, link=https://github.com/task5",OK
2021-09-05 18:35:04.549,acme.testing.anonymous.task.AnonymousTaskListTest,listNegative,2770,"listNegative()",OK
2021-09-05 18:35:17.219,acme.testing.anonymous.task.AnonymousTaskShowTest,showPositive,1099,"[1] index=31, title=Planear el futuro de la escuela, executionStart=2019/05/01 12:00, executionEnd=2022/06/22 20:00, workload=99.0, description=Pensar en ello, link=https://github.com/task20",OK
2021-09-05 18:35:18.068,acme.testing.anonymous.task.AnonymousTaskShowTest,showNegative,488,"showNegative()",OK
2021-09-05 18:35:38.021,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,7811,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
2021-09-05 18:35:44.85,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6476,"[2] recordIndex=1, password=manag3r, confirmation=manag3r, name=Manuel Ramón, surname=Benítez López, email=juan@engineer.com",OK
2021-09-05 18:35:49.574,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4371,"[1] recordIndex=0, password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-09-05 18:35:54.324,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4408,"[2] recordIndex=1, password=manag3r, confirmation=manag4r, name=sex, surname=García, email=johnus.es",OK
2021-09-05 18:36:12.294,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6604,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-09-05 18:36:18.912,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6227,"[2] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-09-05 18:36:22.032,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2808,"[1] recordIndex=0, username=Lisa, password=1234, confirmation=1234, name=null, surname=null, email=morganmail.com, accept=true",OK
2021-09-05 18:36:25.155,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2796,"[2] recordIndex=1, username=Gabriel, password=constrasena, confirmation=password, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=true",OK
2021-09-05 18:36:28.257,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2770,"[3] recordIndex=2, username=null, password=null, confirmation=null, name=null, surname=null, email=null, accept=true",OK
2021-09-05 18:36:31.013,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2432,"[4] recordIndex=3, username=Gabriel, password=constrasena, confirmation=constrasena, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=false",OK
2021-09-05 18:36:49.22,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showPositive,5840,"[1] publictasks=21 tasks, privatetasks=2 tasks, finishedtasks=17 tasks, nonfinishedtasks=6 tasks, averageworkload=41.8 hours.minutes, minimumworkload=4.0 hours.minutes, maximumworkload=99.0 hours.minutes, workloaddeviation=30.25 hours.minutes, averageexecutionperiod=6049.41 hours.minutes, minimumexecutionperiod=24.0 hours.minutes, maximumexecutionperiod=27560.0 hours.minutes, executionperioddeviation=9026.1 hours.minutes, numberOfPublicWorkplans=7 workplans, numberOfPrivateWorkplans=13 workplans, numberOfFinishedWorkplans=10 workplans, numberOfNonFinishedWorkplans=10 workplans, avarageWorkloadsWorkplan=49.48 hours.minutes, minimumWorkloadsWorkplan=0.0 hours.minutes, maximumWorkloadsWorkplan=157.4 hours.minutes, deviationWorkloadWorkplan=45.39 hours.minutes, avarageExecPeriodWorkplan=20927.42 hours.minutes, minimumExecPeriodWorkplan=2457.0 hours.minutes, maximumExecPeriodWorkplan=47049.0 hours.minutes, deviationExecPeriodWorkplan=13142.2 hours.minutes",OK
2021-09-05 18:36:50.045,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showNegative,463,"showNegative()",OK
